"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"Z7YQQWDK","journalArticle","2025","Jones, OE; Beckett, H; Abraham, AJ; Makunga, NP; Midgley, GF","Endozoochory by Black Rhinoceroses Enhances Germination of a Key Arid Savanna Tree Species","Ecology and Evolution","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","e71951","","9","15","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PDUXSK8C","journalArticle","2025","Jones, OE; Beckett, H; Abraham, AJ; Makunga, NP; Midgley, GF","Endozoochory by Black Rhinoceroses Enhances Germination of a Key Arid Savanna Tree Species","Ecology and Evolution","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","e71951","","9","15","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6IH77PD2","journalArticle","2025","Griffiths, Walter K; Blumenshine, Steve","Introduced piscivore scope for predation can limit the success of native fish reintroduction efforts","Transactions of the American Fisheries Society","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","719–730","","6","154","","","","","","","","Oxford University Press US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WWZQC9UY","journalArticle","2025","Griffiths, Walter K; Blumenshine, Steve","Introduced piscivore scope for predation can limit the success of native fish reintroduction efforts","Transactions of the American Fisheries Society","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","719–730","","6","154","","","","","","","","Oxford University Press US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRC89QMM","journalArticle","2025","Jin, Rui; Liao, Yong","Simulating Advanced Social Botnets: A Framework for Behavior Realism and Coordinated Stealth","Information","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","27","","1","17","","","","","","","","MDPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WH74R32I","journalArticle","2025","Jin, Rui; Liao, Yong","Simulating Advanced Social Botnets: A Framework for Behavior Realism and Coordinated Stealth","Information","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","27","","1","17","","","","","","","","MDPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"847BYFPH","journalArticle","2025","Huang, Shuyue; Huang, Chen; Sun, Yanliang; Lu, Shena","Adaptation to invisible motion impairs the understanding of verb phrases.","Journal of Experimental Psychology: Human Perception and Performance","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","303","","3","51","","","","","","","","American Psychological Association","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JZXDGSFG","journalArticle","2025","Huang, Shuyue; Huang, Chen; Sun, Yanliang; Lu, Shena","Adaptation to invisible motion impairs the understanding of verb phrases.","Journal of Experimental Psychology: Human Perception and Performance","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","303","","3","51","","","","","","","","American Psychological Association","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37PDGPTK","journalArticle","2025","Frenzel, Tobias; Bigalk, Sonia; Gamba, Raffaele; Görn, Sebastian; Haas, Michael; Haas-Renninger, Maura; Haselböck, Andreas; Hörren, Thomas; Sorg, Martin; Sumser, Hubert; others","Higher bee species richness in conservation areas compared with non-conservation areas in south-west Germany","Insect Conservation and Diversity","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","191–205","","2","18","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6IG7TFJX","journalArticle","2025","Frenzel, Tobias; Bigalk, Sonia; Gamba, Raffaele; Görn, Sebastian; Haas, Michael; Haas-Renninger, Maura; Haselböck, Andreas; Hörren, Thomas; Sorg, Martin; Sumser, Hubert; others","Higher bee species richness in conservation areas compared with non-conservation areas in south-west Germany","Insect Conservation and Diversity","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","191–205","","2","18","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LAFJ7JXL","journalArticle","2025","Corbeil, Karalee A; Gitter, Anna; Ruvalcaba, Valeria; Powers, Nicole C; Hossain, Md Shakhawat; Bonaiti, Gabriele; Flores, Lucy; Pinchback, Jason; Jantrania, Anish; Gentry, Terry","Marker-and Microbiome-Based Microbial Source Tracking and Evaluation of Bather Health Risk from Fecal Contamination in Galveston, Texas","Water","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","2310","","15","17","","","","","","","","MDPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJCATNPU","journalArticle","2025","Corbeil, Karalee A; Gitter, Anna; Ruvalcaba, Valeria; Powers, Nicole C; Hossain, Md Shakhawat; Bonaiti, Gabriele; Flores, Lucy; Pinchback, Jason; Jantrania, Anish; Gentry, Terry","Marker-and Microbiome-Based Microbial Source Tracking and Evaluation of Bather Health Risk from Fecal Contamination in Galveston, Texas","Water","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","2310","","15","17","","","","","","","","MDPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5TSXVT7D","journalArticle","2025","Dura, Valentin; Evin, Guillaume; Favre, Anne-Catherine; Penot, David","Improving Precipitation Interpolation Using Anisotropic Variograms Derived from Convection-Permitting Regional Climate Model Simulations","EGUsphere","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","1–25","","","2025","","","","","","","","Copernicus Publications Göttingen, Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9W6275HL","journalArticle","2025","Dura, Valentin; Evin, Guillaume; Favre, Anne-Catherine; Penot, David","Improving Precipitation Interpolation Using Anisotropic Variograms Derived from Convection-Permitting Regional Climate Model Simulations","EGUsphere","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","1–25","","","2025","","","","","","","","Copernicus Publications Göttingen, Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IJ4E2IQP","journalArticle","2025","Almeida, Rony PS; Baccaro, Fabrício B; Ellison, Aaron M; Camarota, Flávio; Silva, Rogério R","Induced drought in an Amazonian forest affects diversity but not foraging distance of generalist ants","Ecological Entomology","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","630–641","","4","50","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R2JNHQ95","journalArticle","2025","Almeida, Rony PS; Baccaro, Fabrício B; Ellison, Aaron M; Camarota, Flávio; Silva, Rogério R","Induced drought in an Amazonian forest affects diversity but not foraging distance of generalist ants","Ecological Entomology","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","630–641","","4","50","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"687FW685","journalArticle","2025","Shuai, Mengying; Liu, Yihui; Wei, Yishan; Jiang, Peng; Liu, Mingyu; Wang, Kunyu; Li, Zhichao; Li, Xiaoming; Kong, Xiabing; Xu, Min; others","Occurrence and dietary intake risk assessment of heavy metals in Fuji apple","Journal of Food Composition and Analysis","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","108482","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGQAPP5W","journalArticle","2025","Shuai, Mengying; Liu, Yihui; Wei, Yishan; Jiang, Peng; Liu, Mingyu; Wang, Kunyu; Li, Zhichao; Li, Xiaoming; Kong, Xiabing; Xu, Min; others","Occurrence and dietary intake risk assessment of heavy metals in Fuji apple","Journal of Food Composition and Analysis","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","108482","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBC3HG6W","journalArticle","2025","Bradford, John C; Robinson, Jennifer L","Media matters: phenol red and fetal bovine serum estrogen in traditional cell culture media influence human mesenchymal stromal cell (hMSC) processes and differentiation in a sex-biased manner","bioRxiv","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","","","","","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2BA5CWD7","journalArticle","2025","Bradford, John C; Robinson, Jennifer L","Media matters: phenol red and fetal bovine serum estrogen in traditional cell culture media influence human mesenchymal stromal cell (hMSC) processes and differentiation in a sex-biased manner","bioRxiv","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","","","","","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SNEGCI3B","journalArticle","2025","Gastal, Silvia B; Barreto, Cindy T; Mascarenhas, Carolina S; Bugoni, Leandro","Nasal mites in seabirds and shorebirds: the role of host morphology and phylogeny on measures of parasitism","Biological Journal of the Linnean Society","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","blaf066","","1","146","","","","","","","","Oxford University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LDA6GDKN","journalArticle","2025","Gastal, Silvia B; Barreto, Cindy T; Mascarenhas, Carolina S; Bugoni, Leandro","Nasal mites in seabirds and shorebirds: the role of host morphology and phylogeny on measures of parasitism","Biological Journal of the Linnean Society","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","blaf066","","1","146","","","","","","","","Oxford University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RJ9IC8WW","journalArticle","2025","Tronstad, Lusha M; Mazur, Madison; Thelen-Wade, Lauren; Dority, Delina; Lester, Alexis; Weschler, Michelle; Dillon, Michael E","Infrasound-Altered Pollination in a Common Western North American Plant: Evidence from Wind Turbines and Railways","Environments","","","","","","2025","2026-06-21 20:16:15","2026-06-21 20:16:15","","266","","8","12","","","","","","","","MDPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
